contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
TSLA251121C00100000,2025-11-19 19:48:23+00:00,100.0,301.17,302.45,305.55,-2.9700012,-0.97652435,61.0,1564.0,4.62500421875,True,REGULAR,USD,2025-11-21
TSLA251121C00105000,2025-11-19 19:13:24+00:00,105.0,297.75,297.85,301.0,-1.5799866,-0.52784103,3.0,64.0,6.476564404296875,True,REGULAR,USD,2025-11-21
TSLA251121C00110000,2025-11-19 15:03:56+00:00,110.0,301.55,291.75,295.85,9.069977,3.1010587,1.0,34.0,7.819336163330078,True,REGULAR,USD,2025-11-21
TSLA251121C00115000,2025-11-19 19:06:30+00:00,115.0,287.94,287.85,291.3,3.1900024,1.1202818,2.0,45.0,6.304689619140625,True,REGULAR,USD,2025-11-21
TSLA251121C00120000,2025-11-19 19:06:30+00:00,120.0,283.0,282.9,286.0,-1.3999939,-0.49226227,2.0,37.0,5.902346372070314,True,REGULAR,USD,2025-11-21
TSLA251121C00125000,2025-11-18 19:00:07+00:00,125.0,279.45,277.9,281.0,0.0,0.0,1.0,25.0,5.714846606445313,True,REGULAR,USD,2025-11-21
TSLA251121C00130000,2025-11-18 14:57:43+00:00,130.0,278.12,272.05,275.85,6.619995,2.438304,1.0,42.0,6.867188916015625,True,REGULAR,USD,2025-11-21
TSLA251121C00135000,2025-11-18 14:57:43+00:00,135.0,266.55,267.05,270.85,0.0,0.0,1.0,51.0,6.653321995849611,True,REGULAR,USD,2025-11-21
TSLA251121C00140000,2025-11-19 17:13:34+00:00,140.0,263.04,262.9,266.0,-9.759979,-3.5777051,3.0,49.0,5.189456638183594,True,REGULAR,USD,2025-11-21
TSLA251121C00145000,2025-11-17 18:31:05+00:00,145.0,269.15,257.05,260.9,0.0,0.0,1.0,21.0,6.2812521484375,True,REGULAR,USD,2025-11-21
TSLA251121C00150000,2025-11-19 15:43:27+00:00,150.0,258.62,253.3,256.3,5.6799927,2.245589,1.0,130.0,5.279300275878906,True,REGULAR,USD,2025-11-21
TSLA251121C00155000,2025-11-11 19:17:10+00:00,155.0,282.26,246.65,250.85,0.0,0.0,8.0,61.0,5.875979217529297,True,REGULAR,USD,2025-11-21
TSLA251121C00160000,2025-11-18 16:39:17+00:00,160.0,244.17,243.0,245.65,0.0,0.0,2.0,211.0,4.386723266601562,True,REGULAR,USD,2025-11-21
TSLA251121C00165000,2025-11-17 18:41:31+00:00,165.0,245.52,236.75,240.0,0.0,0.0,1.0,48.0,4.976566279296874,True,REGULAR,USD,2025-11-21
TSLA251121C00170000,2025-11-19 17:01:34+00:00,170.0,235.82,232.95,236.1,0.6300049,0.2678706,8.0,57.0,4.386723266601562,True,REGULAR,USD,2025-11-21
TSLA251121C00175000,2025-11-19 17:21:11+00:00,175.0,227.14,227.9,231.05,3.449997,1.5423117,1.0,195.0,4.191411010742188,True,REGULAR,USD,2025-11-21
TSLA251121C00180000,2025-11-19 15:43:37+00:00,180.0,228.14,221.85,225.85,2.9400024,1.3055073,2.0,387.0,5.039066201171874,True,REGULAR,USD,2025-11-21
