contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
UNH251219C00130000,2025-12-18 20:59:08+00:00,130.0,198.55,194.55,201.0,0.0,0.0,6.0,11,7.878906401367187,True,REGULAR,USD,2025-12-19
UNH251219C00135000,2025-12-18 18:49:32+00:00,135.0,194.13,190.2,195.5,1.4900055,0.7734663,3.0,20,7.777344028320313,True,REGULAR,USD,2025-12-19
UNH251219C00140000,2025-12-18 18:49:32+00:00,140.0,189.14,185.2,190.5,1.4199982,0.7564448,3.0,21,7.480469399414062,True,REGULAR,USD,2025-12-19
UNH251219C00150000,2025-12-18 15:02:46+00:00,150.0,177.64,175.2,180.7,0.0,0.0,36.0,17,7.128907338867188,True,REGULAR,USD,2025-12-19
UNH251219C00155000,2025-12-18 14:59:02+00:00,155.0,173.08,170.2,176.45,0.0,0.0,3.0,3,7.451172561035157,True,REGULAR,USD,2025-12-19
UNH251219C00160000,2025-12-17 16:00:52+00:00,160.0,174.61,165.2,170.7,0.0,0.0,2.0,3,6.589845512695314,True,REGULAR,USD,2025-12-19
UNH251219C00165000,2025-12-18 14:57:41+00:00,165.0,162.79,160.2,165.5,0.0,0.0,4.0,11,6.1445335693359375,True,REGULAR,USD,2025-12-19
UNH251219C00170000,2025-12-16 19:27:06+00:00,170.0,162.31,155.2,160.7,0.0,0.0,3.0,3,6.085939892578125,True,REGULAR,USD,2025-12-19
UNH251219C00175000,2025-12-18 14:57:41+00:00,175.0,152.87,150.2,155.7,0.0,0.0,9.0,3,5.8417995727539065,True,REGULAR,USD,2025-12-19
UNH251219C00180000,2025-12-16 19:46:26+00:00,180.0,153.4,145.2,150.7,0.0,0.0,2.0,1,5.6054717431640615,True,REGULAR,USD,2025-12-19
UNH251219C00185000,2025-12-18 17:48:42+00:00,185.0,141.12,139.55,146.0,0.0,0.0,8.0,21,5.070316162109375,True,REGULAR,USD,2025-12-19
UNH251219C00190000,2025-12-18 17:48:42+00:00,190.0,136.13,135.2,140.5,0.0,0.0,4.0,6,4.992191259765624,True,REGULAR,USD,2025-12-19
UNH251219C00195000,2025-12-18 14:42:04+00:00,195.0,133.61,129.55,136.0,0.0,0.0,1.0,28,4.65039481201172,True,REGULAR,USD,2025-12-19
UNH251219C00200000,2025-12-19 19:18:23+00:00,200.0,134.2,124.55,131.0,6.7299957,5.2796702,27.0,339,4.445316943359375,True,REGULAR,USD,2025-12-19
UNH251219C00210000,2025-12-18 15:21:04+00:00,210.0,116.76,114.55,121.0,0.0,0.0,32.0,39,4.054692431640625,True,REGULAR,USD,2025-12-19
UNH251219C00220000,2025-12-19 20:32:47+00:00,220.0,107.91,104.55,110.6,2.9100037,2.6183226,29.0,60,3.28906427734375,True,REGULAR,USD,2025-12-19
UNH251219C00225000,2025-12-18 17:38:27+00:00,225.0,100.92,100.2,105.7,0.0,0.0,,1,3.7167975830078124,True,REGULAR,USD,2025-12-19
UNH251219C00230000,2025-12-19 17:02:00+00:00,230.0,104.0,94.55,101.0,8.07,8.412384,2.0,51,3.3125017187499997,True,REGULAR,USD,2025-12-19
UNH251219C00235000,2025-12-16 20:55:43+00:00,235.0,98.5,90.2,96.0,0.0,0.0,,2,3.486329409179688,True,REGULAR,USD,2025-12-19
UNH251219C00240000,2025-12-19 18:42:40+00:00,240.0,89.12,86.9,91.0,-0.87999725,-0.97777474,6.0,39,3.8720706323242187,True,REGULAR,USD,2025-12-19
UNH251219C00245000,2025-12-16 17:48:01+00:00,245.0,90.95,80.2,85.7,0.0,0.0,,1,2.978518178710937,True,REGULAR,USD,2025-12-19
UNH251219C00250000,2025-12-19 20:09:48+00:00,250.0,77.5,76.85,81.0,1.3499985,1.7728148,26.0,106,3.4414076464843752,True,REGULAR,USD,2025-12-19
UNH251219C00255000,2025-12-16 19:39:27+00:00,255.0,77.78,70.2,76.0,0.0,0.0,,6,2.746096884765625,True,REGULAR,USD,2025-12-19
UNH251219C00260000,2025-12-19 17:51:32+00:00,260.0,73.3,66.65,71.0,5.300003,7.794122,17.0,45,2.9873072192382812,True,REGULAR,USD,2025-12-19
UNH251219C00265000,2025-12-16 19:39:27+00:00,265.0,67.86,60.2,65.95,0.0,0.0,,5,2.3740275024414057,True,REGULAR,USD,2025-12-19
